query,answer,label,text
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower grants Bank a continuing security interest in all presently existing and later acquired Collateral to secure all Obligations and performance of each of Borrowers duties under the Loan Documents .
Answer:","Borrower, PER
Bank, ORG","[B-PER, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",Borrower grants Bank a continuing security interest in all presently existing and later acquired Collateral to secure all Obligations and performance of each of Borrowers duties under the Loan Documents .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank may place a "" hold "" on any deposit account pledged as Collateral .
Answer:","Bank, ORG","[B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Bank may place a "" hold "" on any deposit account pledged as Collateral ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower represents and warrants as follows :
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O]",Borrower represents and warrants as follows :
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower and each Subsidiary is duly existing and in good standing in its state of formation and qualified and licensed to do business in , and in good standing in , any state in which the conduct of its business or its ownership of property requires that it be qualified .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower and each Subsidiary is duly existing and in good standing in its state of formation and qualified and licensed to do business in , and in good standing in , any state in which the conduct of its business or its ownership of property requires that it be qualified ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: The execution , delivery and performance of the Loan Documents have been duly authorized , and do not conflict with Borrower ' s formation documents , nor constitute an event of default under any material agreement by which Borrower is bound .
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O]","The execution , delivery and performance of the Loan Documents have been duly authorized , and do not conflict with Borrower ' s formation documents , nor constitute an event of default under any material agreement by which Borrower is bound ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower is not in default under any agreement to which or by which it is bound in which the default could cause a Material Adverse Change .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",Borrower is not in default under any agreement to which or by which it is bound in which the default could cause a Material Adverse Change .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has good title to the Collateral , free from liens .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O]","Borrower has good title to the Collateral , free from liens ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Except as shown in the Schedule , there are no actions or proceedings pending or , to Borrower ' s knowledge , threatened by or against Borrower or any Subsidiary in which an adverse decision could cause a Material Adverse Change .
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Except as shown in the Schedule , there are no actions or proceedings pending or , to Borrower ' s knowledge , threatened by or against Borrower or any Subsidiary in which an adverse decision could cause a Material Adverse Change ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: All consolidated financial statements for Borrower , and any Subsidiary , delivered to Bank fairly present in all material respects Borrower ' s consolidated financial condition and Borrower ' s consolidated results of operations .
Answer:","Borrower, PER
Bank, ORG
Borrower, PER
Borrower, PER","[O, O, O, O, O, B-PER, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O]","All consolidated financial statements for Borrower , and any Subsidiary , delivered to Bank fairly present in all material respects Borrower ' s consolidated financial condition and Borrower ' s consolidated results of operations ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: There has not been any material deterioration in Borrower ' s consolidated financial condition since the date of the most recent financial statements submitted to Bank .
Answer:","Borrower, PER
Bank, ORG","[O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O]",There has not been any material deterioration in Borrower ' s consolidated financial condition since the date of the most recent financial statements submitted to Bank .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: The fair salable value of Borrowers assets ( including goodwill minus disposition costs ) exceeds the fair value of its liabilities ; the Borrower is not left with unreasonably small capital after the transactions in this Agreement ; and Borrower is able to pay its debts ( including trade debts ) as they mature .
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",The fair salable value of Borrowers assets ( including goodwill minus disposition costs ) exceeds the fair value of its liabilities ; the Borrower is not left with unreasonably small capital after the transactions in this Agreement ; and Borrower is able to pay its debts ( including trade debts ) as they mature .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower is not an "" investment company "" or a company "" controlled "" by an "" investment company "" under the Investment Company Act .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower is not an "" investment company "" or a company "" controlled "" by an "" investment company "" under the Investment Company Act ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower is not engaged as one of its important activities in extending credit for margin stock ( under Regulations G , T and U of the Federal Reserve Board of Governors ).
Answer:","Borrower, PER
Federal Reserve Board of Governors, ORG","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, I-ORG, I-ORG, I-ORG, I-ORG, O]","Borrower is not engaged as one of its important activities in extending credit for margin stock ( under Regulations G , T and U of the Federal Reserve Board of Governors )."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has complied with the Federal Fair Labor Standards Act .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O]",Borrower has complied with the Federal Fair Labor Standards Act .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower has not violated
Answer:","Borrower, PER","[B-PER, O, O, O]",Borrower has not violated
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: None of Borrower ' s or any Subsidiary ' s properties or assets has been used by Borrower or any Subsidiary or , to the best of Borrower ' s knowledge , by previous Persons , in disposing , producing , storing , treating , or transporting any hazardous substance other than legally .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","None of Borrower ' s or any Subsidiary ' s properties or assets has been used by Borrower or any Subsidiary or , to the best of Borrower ' s knowledge , by previous Persons , in disposing , producing , storing , treating , or transporting any hazardous substance other than legally ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower and each Subsidiary has timely filed all required tax returns and paid , or made adequate provision to pay , all taxes , except those being contested in good faith with adequate reserves under GAAP .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower and each Subsidiary has timely filed all required tax returns and paid , or made adequate provision to pay , all taxes , except those being contested in good faith with adequate reserves under GAAP ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower and each Subsidiary has obtained all consents , approvals and authorizations of , made all declarations or filings with , and given all notices to , all government authorities that are necessary to continue its business as currently conducted .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower and each Subsidiary has obtained all consents , approvals and authorizations of , made all declarations or filings with , and given all notices to , all government authorities that are necessary to continue its business as currently conducted ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: No representation , warranty or other statement of Borrower in any certificate or written statement given to Bank contains any untrue statement of a material fact or omits to state a material fact necessary to make the statements contained in the certificates or statements not misleading .
Answer:","Borrower, PER
Bank, ORG","[O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","No representation , warranty or other statement of Borrower in any certificate or written statement given to Bank contains any untrue statement of a material fact or omits to state a material fact necessary to make the statements contained in the certificates or statements not misleading ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will do all of the following :
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O]",Borrower will do all of the following :
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will maintain its and all Subsidiaries ' legal existence and good standing in its jurisdiction of formation and maintain qualification in each jurisdiction in which the failure to so qualify could have a material adverse effect on Borrower ' s business or operations .
Answer:","Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O]",Borrower will maintain its and all Subsidiaries ' legal existence and good standing in its jurisdiction of formation and maintain qualification in each jurisdiction in which the failure to so qualify could have a material adverse effect on Borrower ' s business or operations .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will comply , and have each Subsidiary comply , with all laws , ordinances and regulations to which it is subject , noncompliance with which could have a material adverse effect on Borrower ' s business or operations or cause a Material Adverse Change .
Answer:","Borrower, PER
Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower will comply , and have each Subsidiary comply , with all laws , ordinances and regulations to which it is subject , noncompliance with which could have a material adverse effect on Borrower ' s business or operations or cause a Material Adverse Change ."
